Class,Name,10.0-9.9,9.9-9.8,9.8-9.7,9.7-9.6,9.6-9.5,9.5-9.4,9.4-9.3,9.3-9.2,9.2-9.1,9.1-9.0,9.0-8.9,8.9-8.8,8.8-8.7,8.7-8.6,8.6-8.5,8.5-8.4,8.4-8.3,8.3-8.2,8.2-8.1,8.1-8.0,8.0-7.9,7.9-7.8,7.8-7.7,7.7-7.6,7.6-7.5,7.5-7.4,7.4-7.3,7.3-7.2,7.2-7.1,7.1-7.0,7.0-6.9,6.9-6.8,6.8-6.7,6.7-6.6,6.6-6.5,6.5-6.4,6.4-6.3,6.3-6.2,6.2-6.1,6.1-6.0,6.0-5.9,5.9-5.8,5.8-5.7,5.7-5.6,5.6-5.5,5.5-5.4,5.4-5.3,5.3-5.2,5.2-5.1,5.1-5.0,5.0-4.9,4.9-4.8,4.8-4.7,4.7-4.6,4.6-4.5,4.5-4.4,4.4-4.3,4.3-4.2,4.2-4.1,4.1-4.0,4.0-3.9,3.9-3.8,3.8-3.7,3.7-3.6,3.6-3.5,3.5-3.4,3.4-3.3,3.3-3.2,3.2-3.1,3.1-3.0,3.0-2.9,2.9-2.8,2.8-2.7,2.7-2.6,2.6-2.5,2.5-2.4,2.4-2.3,2.3-2.2,2.2-2.1,2.1-2.0,2.0-1.9,1.9-1.8,1.8-1.7,1.7-1.6,1.6-1.5,1.5-1.4,1.4-1.3,1.3-1.2,1.2-1.1,1.1-1.0,1.0-0.9,0.9-0.8,0.8-0.7,0.7-0.6,0.6-0.5,0.5-0.4,0.4-0.3,0.3-0.2,0.2-0.1,0.1-0.0
Sim,20I_Alpha_V1_2f3ae_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,630687,614860,599314,584051,568900,553864,539521,525156,511096,497109,483777,470383,457109,444214,431640,419276,407403,395467,383717,372253,360976,349897,338950,328488,318177,308370,298688,288836,279260,269613,260281,250957,241624,232505,223789,215052,206594,198554,190584,182669,174719,166958,159377,152086,145029,137931,131106,124680,118491,112723,106666,100309,93931,87679,81831,76447,71592,67299,63229,59636,56806,53787,49379,45836,42663,39845,37526,35355,33392,31503,29826,28341,26694,24646,24036,20339,14260,11815,10688,10318,10240,10202,10127,10107,10093,5932,3905,1910,16,4,4,3,2,1,1,0,0,0,0,0
Sim,20J_Gamma_V3_4f898_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,641400,625273,609174,593510,578152,562646,547517,532672,518229,503957,490071,476367,463067,450008,437374,424771,412424,400080,388190,376451,364852,353439,342497,331805,321559,311539,301535,291646,281713,271806,262133,252628,243171,233888,224988,216488,208123,199898,191796,183787,175822,167861,160201,152739,145537,138438,131659,125121,119057,113177,107118,100688,94219,87771,81970,76608,71715,67332,63388,59891,57075,54091,49568,46043,42784,39968,37520,35373,33346,31546,29863,28428,26791,24711,24102,20320,14336,11858,10717,10366,10289,10252,10178,10160,10143,5992,3935,1877,30,16,10,5,3,1,0,0,0,0,0,0
Sim,21A_Delta_fa50b_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,626098,610326,594644,579473,564346,549427,534762,520374,506446,492547,479197,466010,452823,440061,427653,415605,403554,391834,380173,368773,357622,346758,336033,325610,315453,305670,295928,286395,276757,267146,257728,248469,239311,230309,221731,213166,204968,197043,189080,181249,173568,165800,158259,151003,143910,137169,130349,123922,117932,112125,106101,99845,93421,87198,81396,76116,71333,67034,63037,59526,56709,53734,49423,45852,42675,39816,37436,35351,33335,31540,29861,28386,26780,24731,24096,20297,14342,11841,10727,10362,10282,10235,10148,10131,10114,5956,3903,1905,24,15,11,6,5,5,4,3,0,0,0,0
Não,21B_Kappa_2cc9f_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,627666,611749,595984,580797,565596,550753,536097,521709,507868,493873,480364,467039,454126,441495,429151,416786,404738,392953,381339,370007,358956,347870,337083,326576,316418,306645,296973,287293,277575,267993,258657,249366,240225,231256,222531,213843,205504,197478,189442,181708,173810,166176,158713,151353,144173,137326,130482,123871,117961,112172,106168,99811,93534,87353,81603,76305,71441,67137,63150,59621,56833,53829,49459,45914,42736,39991,37573,35409,33376,31537,29896,28433,26812,24737,24140,20355,14399,11878,10754,10368,10280,10241,10152,10129,10117,5950,3915,1930,20,9,5,4,3,2,1,0,0,0,0,0
Não,21C_Epsilon_80e83_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,629485,613560,597948,582426,567302,552355,537728,523173,509076,495354,481676,468317,455323,442495,430039,417778,405918,394007,382520,371031,359911,348763,337932,327400,317174,307506,297777,288097,278376,268693,259492,250213,240896,231823,223155,214533,206280,198219,190211,182341,174492,166852,159280,152067,144882,137939,131060,124595,118583,112679,106649,100350,93912,87767,81997,76703,71788,67456,63362,59786,56938,53954,49540,46012,42841,40020,37607,35471,33449,31622,29911,28436,26823,24759,24127,20391,14323,11836,10717,10344,10278,10219,10139,10121,10103,5947,3882,1897,14,8,6,6,2,1,1,0,0,0,0,0
Não,21D_Eta_ca328_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,628227,612509,596713,581286,566234,551300,536613,522068,507900,494238,480610,467162,454170,441455,428825,416608,404565,392839,381147,369692,358488,347545,336776,326313,316223,306373,296653,286932,277294,267808,258350,249041,239820,230804,222203,213593,205409,197396,189460,181413,173654,165976,158421,151174,144034,137117,130354,123872,117844,112038,106017,99691,93313,87125,81383,76100,71273,67002,62969,59378,56584,53572,49216,45776,42616,39787,37390,35278,33252,31448,29741,28307,26707,24620,24019,20256,14317,11772,10638,10284,10218,10185,10105,10088,10072,5934,3911,1905,14,4,3,2,2,2,1,0,0,0,0,0
Não,21F_Iota_195f8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,648535,631820,615495,599680,583993,568450,553194,538194,523386,509192,495045,481292,467846,454608,441359,428613,416279,404141,391791,379931,368269,356808,345801,334954,324665,314416,304341,294240,284431,274572,264850,255110,245581,236299,227347,218646,210211,201904,193792,185630,177397,169522,161895,154374,147120,139918,132942,126372,120181,114192,108119,101693,94980,88655,82744,77285,72286,68008,63820,60276,57385,54331,49887,46349,43017,40178,37714,35516,33438,31627,29898,28410,26758,24696,24086,20271,14311,11782,10653,10307,10252,10207,10133,10112,10101,5943,3924,1871,12,4,3,2,1,1,0,0,0,0,0,0
Não,21G_Lambda_2e42f_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,619851,604237,589209,574125,559237,544524,530328,516019,502236,488634,475341,462210,449408,436864,424646,412688,401073,389445,378055,366729,355596,344659,334207,323986,313946,304177,294742,285335,275956,266445,257096,247913,238728,229672,221110,212863,204625,196699,188875,181075,173423,165737,158313,151029,144010,137094,130338,123859,117942,112098,106173,99932,93479,87270,81455,76178,71335,66967,62918,59396,56609,53616,49255,45768,42606,39776,37293,35174,33165,31368,29708,28235,26606,24569,23939,20251,14291,11741,10632,10260,10196,10159,10077,10065,10049,5933,3903,1915,17,7,5,3,0,0,0,0,0,0,0,0
Não,21H_Mu_db6f4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,632175,616104,600427,585080,570026,554970,540248,525763,511523,497601,484075,470665,457602,444703,432150,419679,407668,395883,384127,372499,361182,350070,339278,328877,318576,308708,298880,289265,279685,269899,260531,251243,241930,232940,224152,215551,207311,199252,191185,183288,175377,167693,160078,152771,145629,138589,131694,125167,119185,113336,107318,100868,94418,88224,82412,76985,71976,67611,63507,59912,57037,53982,49574,46060,42875,40045,37654,35527,33460,31613,29867,28356,26762,24702,24077,20294,14338,11807,10700,10333,10256,10210,10128,10112,10104,5943,3895,1928,16,7,5,3,2,0,0,0,0,0,0,0
Sim,21I_Delta_169d1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,632938,616754,601037,585294,570208,555220,540288,525701,511594,497574,483983,470340,457451,444574,432003,419657,407520,395685,383780,372153,360806,349711,338727,328378,318295,308196,298446,288805,279022,269459,259784,250475,241278,232197,223487,214841,206462,198467,190490,182529,174571,166800,159181,151966,144791,137806,130900,124454,118405,112625,106536,100141,93756,87529,81744,76328,71561,67227,63218,59643,56829,53887,49510,45993,42814,40040,37583,35439,33456,31578,29861,28410,26772,24707,24085,20352,14386,11835,10730,10333,10253,10204,10122,10104,10093,5952,3904,1925,16,1,0,0,0,0,0,0,0,0,0,0
Sim,21J_Delta_fa50b_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,625801,609988,594391,579270,564176,549276,534644,520309,506340,492529,479131,465962,452798,440126,427717,415605,403646,391908,380175,368887,357653,346803,336204,325772,315553,305778,296094,286587,276938,267401,257921,248680,239452,230535,221929,213367,205160,197221,189217,181352,173687,165950,158356,151124,144038,137247,130470,124066,118058,112194,106163,99917,93530,87282,81485,76235,71415,67084,63105,59567,56718,53813,49427,45888,42715,39858,37482,35387,33347,31569,29892,28393,26781,24735,24112,20299,14319,11845,10723,10348,10272,10228,10144,10123,10107,5938,3892,1902,21,11,6,6,2,2,2,2,1,0,0,0
Sim,21K_Omicron_f6d40_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,636333,620214,604342,588673,573273,558186,543201,528591,514259,500049,486262,472812,459525,446572,433787,421350,409047,397004,385166,373443,361927,350648,339757,329047,318814,308695,298981,289127,279351,269560,260158,250725,241220,232146,223346,214732,206487,198506,190534,182600,174616,166759,159185,151774,144641,137738,130896,124393,118465,112646,106532,100217,93830,87638,81794,76365,71614,67336,63335,59807,56945,54018,49611,46062,42869,39999,37608,35471,33431,31642,29907,28428,26766,24717,24089,20330,14372,11821,10714,10346,10258,10213,10132,10111,10097,5931,3921,1887,14,5,4,2,1,1,0,0,0,0,0,0
Sim,21L_Omicron_b7b77_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,644808,628200,612101,596187,580519,565078,550044,535159,520582,506475,492529,478866,465436,452298,439297,426464,414094,401895,389887,378018,366558,355178,344104,333301,322961,312902,302927,292962,283070,273200,263664,254198,244716,235334,226418,217619,209164,200783,192633,184581,176623,168829,161062,153686,146478,139324,132486,125838,119632,113697,107611,101228,94659,88453,82616,77128,72168,67860,63743,60105,57237,54197,49773,46265,43047,40180,37752,35603,33532,31737,29992,28508,26865,24790,24154,20319,14354,11856,10734,10358,10284,10231,10149,10125,10117,5952,3923,1892,16,6,5,4,3,2,0,0,0,0,0,0
Sim,22A_Omicron_f0462_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,640870,624458,608538,592738,577201,561959,547126,532194,517775,503682,489960,476398,462956,450054,437319,424608,412454,400250,388201,376674,365160,353911,342899,332379,322016,311902,301883,291983,282094,272205,262783,253303,243800,234549,225627,216954,208622,200372,192339,184188,176214,168358,160601,153220,146089,138927,131943,125341,119315,113426,107214,100887,94351,88093,82188,76730,71775,67450,63386,59845,57017,54017,49468,46024,42810,39946,37551,35413,33336,31538,29833,28341,26656,24634,24036,20276,14323,11804,10692,10332,10258,10222,10137,10120,10113,5963,3943,1888,14,5,5,3,3,2,1,0,0,0,0,0
Sim,22B_Omicron_f0462_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,640869,624458,608538,592738,577201,561959,547126,532194,517775,503681,489959,476398,462955,450053,437319,424608,412454,400250,388201,376674,365160,353911,342899,332379,322016,311902,301883,291982,282094,272204,262783,253303,243800,234548,225627,216954,208622,200372,192338,184188,176214,168357,160601,153220,146089,138927,131943,125341,119315,113425,107214,100887,94351,88093,82187,76730,71775,67449,63386,59845,57016,54017,49468,46024,42810,39946,37551,35413,33336,31537,29833,28341,26655,24634,24036,20276,14323,11804,10692,10332,10258,10222,10136,10120,10113,5963,3943,1888,14,5,5,3,3,2,1,0,0,0,0,0
Sim,22C_Omicron_56e22_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,637186,620963,605094,589495,574166,559129,544018,529613,515219,501038,487165,473717,460381,447477,434810,422235,409991,398111,386296,374662,363166,351952,340916,330297,319911,310004,300052,290199,280540,270702,261284,251959,242566,233296,224531,215794,207376,199292,191236,183322,175332,167570,159976,152743,145480,138465,131481,125001,118883,113054,106993,100564,94155,87922,82084,76663,71860,67514,63463,59862,57002,53948,49561,46030,42872,39977,37580,35469,33444,31640,29933,28400,26806,24717,24114,20339,14394,11858,10722,10342,10276,10229,10156,10137,10120,5972,3931,1889,18,6,3,1,1,1,1,1,1,0,0,0
Sim,22D_Omicron_89f42_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,650570,633982,617538,601524,585806,570226,554888,539685,524756,510449,496512,482593,468756,455501,442521,429491,417057,404681,392357,380390,368552,357152,345983,335222,324606,314415,304200,294215,284278,274333,264509,254828,245338,235956,227044,218171,209681,201312,193043,184938,176845,168949,161307,153808,146422,139266,132321,125698,119569,113633,107521,100993,94482,88143,82330,76831,71886,67561,63456,59942,57046,54035,49475,46038,42810,39970,37551,35421,33418,31554,29837,28328,26663,24661,24041,20204,14252,11772,10686,10299,10239,10209,10128,10123,10111,5949,3893,1866,6,3,1,1,1,1,1,1,0,0,0,0
Sim,22E_Omicron_33ba6_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,633586,617491,601832,586373,571208,556264,541590,527037,512723,498935,485535,472122,459018,446019,433348,420971,409007,397173,385313,373613,362308,351162,340345,329877,319692,309789,299741,289994,280453,270742,261330,252027,242589,233185,224528,215936,207703,199565,191376,183461,175505,167560,160040,152743,145665,138548,131683,125090,119121,113205,107077,100648,94193,87968,82025,76678,71780,67488,63488,59875,56962,53902,49550,46040,42846,40015,37633,35493,33435,31612,29878,28412,26790,24709,24082,20347,14388,11875,10733,10347,10282,10241,10151,10115,10106,5952,3928,1899,25,10,6,4,3,3,3,3,1,0,0,0
Sim,22F_Omicron_f4248_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,636530,620316,604433,588931,573730,558531,543731,528951,514688,500771,487130,473611,460239,447399,434868,422358,410264,398291,386274,374416,362969,351775,340949,330402,320110,310078,300297,290559,280739,270999,261416,252011,242741,233557,224800,216268,207823,199593,191378,183424,175446,167708,159940,152601,145448,138484,131575,125052,118853,112968,106871,100453,93965,87744,81852,76510,71657,67354,63335,59751,56869,53882,49482,45946,42786,39967,37596,35420,33426,31570,29849,28353,26741,24679,24083,20295,14303,11843,10711,10322,10252,10213,10127,10106,10093,5955,3912,1901,18,6,3,2,2,2,1,1,0,0,0,0
Sim,23A_Omicron_816a5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,638919,622760,606681,591075,575678,560307,545313,530441,515963,501972,488092,474426,461142,448112,435459,422905,410576,398452,386354,374571,363192,351830,341025,330391,320000,309922,300028,290052,280102,270375,260846,251547,242016,232878,224064,215401,207086,198982,190799,182949,174920,167022,159429,152027,144859,137727,131009,124510,118470,112644,106502,100162,93650,87373,81481,76196,71271,67097,63026,59545,56747,53675,49324,45794,42662,39823,37418,35228,33244,31474,29761,28289,26678,24631,24013,20188,14296,11815,10673,10318,10250,10214,10134,10113,10105,5933,3889,1876,15,3,1,1,1,1,1,1,1,1,0,0
Sim,23B_Omicron_07e50_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,634733,618497,602558,587045,571760,556547,541837,527300,512989,498928,485254,471765,458588,445613,432904,420688,408656,396538,384772,373051,361704,350415,339556,329025,318880,308879,299071,289225,279555,269909,260361,250939,241609,232508,223535,214935,206546,198444,190526,182589,174573,166810,159224,151837,144694,137730,130949,124466,118438,112609,106558,100223,93814,87623,81767,76396,71560,67323,63293,59740,56896,53895,49532,46053,42811,39999,37547,35411,33428,31597,29854,28380,26773,24719,24101,20318,14353,11860,10699,10343,10257,10216,10129,10107,10097,5936,3935,1906,24,5,4,4,1,1,1,1,0,0,0,0
Sim,23C_Omicron_93fe8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,634348,618101,602391,586800,571444,556359,541676,526989,512607,498622,485131,471711,458634,445728,433136,420622,408595,396477,384674,372969,361599,350529,339682,329238,318953,309109,299252,289292,279377,269786,260067,250743,241485,232317,223546,214887,206544,198257,190280,182305,174348,166547,158956,151597,144467,137488,130698,124174,118125,112234,106123,99829,93442,87206,81444,76071,71278,67051,63050,59555,56677,53655,49314,45829,42628,39876,37468,35312,33338,31528,29787,28276,26641,24611,23999,20209,14291,11776,10669,10307,10237,10202,10120,10107,10101,5952,3871,1879,7,1,1,1,0,0,0,0,0,0,0,0
Sim,23D_Omicron_61af3_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,630887,615022,599370,583784,568764,553731,539037,524502,510214,496399,482869,469610,456542,443900,431200,418818,406670,394867,383239,371563,360218,349094,338205,327838,317565,307696,298001,288442,278750,268931,259534,250335,241087,231876,223087,214525,206211,198165,190091,182247,174270,166640,159048,151710,144520,137642,130789,124320,118253,112367,106316,100060,93663,87511,81694,76327,71450,67186,63165,59625,56774,53808,49442,46026,42827,39996,37599,35443,33386,31565,29804,28310,26752,24670,24057,20281,14308,11800,10700,10323,10244,10203,10128,10105,10095,5934,3919,1905,22,8,5,2,1,1,1,1,1,0,0,0
Sim,23E_Omicron_8e29b_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,619639,604086,588740,573556,558793,543896,529529,515503,501561,487942,474803,461746,448994,436476,424177,412018,400315,388746,377168,365775,354686,343712,333022,322823,312722,303059,293547,284054,274590,265096,255856,246613,237371,228484,220081,211639,203571,195756,187749,179967,172049,164415,157041,149742,142762,135920,129200,122784,116932,111203,105235,99071,92814,86622,80911,75618,70852,66655,62721,59259,56496,53592,49271,45758,42579,39783,37397,35278,33276,31482,29782,28343,26713,24670,24070,20317,14348,11810,10713,10331,10247,10205,10127,10109,10097,5953,3914,1909,18,7,5,3,2,2,2,2,2,1,0,0
Sim,23F_Omicron_36e70_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,648948,632138,615969,600175,584308,568975,553655,538531,523731,509389,495329,481506,468014,454689,441710,428762,416311,404146,392007,379936,368430,356949,345814,335048,324718,314473,304418,294577,284543,274562,264813,255384,245806,236605,227555,218826,210181,201904,193601,185545,177430,169547,161864,154436,147195,140054,133035,126481,120071,114097,107860,101438,94927,88567,82689,77284,72122,67827,63650,60128,57250,54175,49721,46226,42972,40097,37686,35504,33418,31628,29848,28354,26703,24658,24036,20219,14315,11768,10670,10304,10234,10197,10114,10092,10089,5941,3892,1880,9,2,1,1,0,0,0,0,0,0,0,0
Não,677HRobin1_e97c2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,646101,629304,612912,597153,581454,566007,550934,535979,521331,507131,493234,479470,465867,452832,439998,427318,414760,402565,390622,378685,367209,355912,344811,334012,323719,313675,303490,293439,283498,273724,263924,254383,244847,235511,226608,217947,209494,201167,192958,184801,176910,169088,161348,153901,146546,139439,132449,125826,119711,113713,107584,101148,94583,88293,82408,76958,72030,67708,63635,60069,57156,54074,49654,46115,42905,40074,37662,35501,33484,31666,29917,28415,26773,24731,24138,20289,14354,11825,10707,10328,10253,10206,10121,10105,10099,5933,3920,1891,14,3,2,2,2,1,1,0,0,0,0,0
